sentence1,sentence2,score,source,pair_type,topic,split
Çin iklim zirvesine ev sahipliği yapıyor.,Muğla'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.109506,synthetic,unrelated,dunya|asayis,train
Fransa'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Fransa halkı sandık başına giderek yeni yönetimini seçti.,0.606471,synthetic,paraphrase,dunya,train
Koalisyon ortağı yeni kanun teklifine ilişkin açıklama yaptı.,Koalisyon ortağı hazırladığı yasa teklifini kamuoyuna duyurdu.,0.838365,synthetic,paraphrase,siyaset,train
Teknoloji şirketi yeni yapay zeka modeli tanıttı.,Kasımpaşa teknik direktörüyle yollarını ayırdı.,0.168316,synthetic,unrelated,teknoloji|spor,train
"Kasımpaşa, Konyaspor karşısında sahadan 4-0 galip ayrıldı.",Kasımpaşa evinde Konyaspor'yi 4-0'lik skorla yendi.,0.912677,synthetic,paraphrase,spor,train
"Gaziantep FK, Antalyaspor karşısında sahadan 2-2 galip ayrıldı.",Gaziantep FK evinde Antalyaspor'yi 2-2'lik skorla yendi.,0.912679,synthetic,paraphrase,spor,train
Zatürre vakalarında son haftalarda belirgin artış görüldü.,Sağlık yetkilileri zatürre vakalarının yükseldiğini bildirdi.,0.514358,synthetic,paraphrase,saglik,train
Konya'a mevsimin ilk karı düştü.,Samsun'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.250468,synthetic,unrelated,hava|asayis,train
Rusya'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Rusya halkı sandık başına giderek yeni yönetimini seçti.,0.571408,synthetic,paraphrase,dunya,train
Dolar kuru güne yüzde 9 yükselişle başladı.,"usta oyuncu, Gaziantep'da tatilde görüntülendi.",0.128856,synthetic,unrelated,ekonomi|magazin,train
Almanya iklim zirvesine ev sahipliği yapıyor.,Meteoroloji Muğla için kuvvetli yağış uyarısı yaptı.,0.312123,synthetic,unrelated,dunya|hava,train
Meteoroloji Konya için kuvvetli yağış uyarısı yaptı.,İngiltere'de meydana gelen depremde maddi hasar oluştu.,0.325848,synthetic,unrelated,hava|dunya,train
Eyüpspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,"popüler sunucu, Samsun'da tatilde görüntülendi.",0.144218,synthetic,unrelated,spor|magazin,train
İtalya'de yapılan seçimleri muhalefet kazandı.,"Fenerbahçe, yıldız futbolcuyla sözleşme yeniledi.",0.094283,synthetic,unrelated,dunya|spor,train
Trabzon'da çıkan yangın itfaiye ekiplerince söndürüldü.,Çay fiyatları son bir ayda yüzde 39 arttı.,0.149619,synthetic,unrelated,asayis|ekonomi,train
Ekmek fiyatları son bir ayda yüzde 21 arttı.,"Kasımpaşa, yıldız futbolcuyla sözleşme yeniledi.",0.093662,synthetic,unrelated,ekonomi|spor,train
popüler sunucu yeni projesiyle ekranlara dönüyor.,pop yıldızı eşinden boşandığını duyurdu.,0.30541,synthetic,related,magazin,train
Almanya'de meydana gelen depremde maddi hasar oluştu.,ünlü sunucu eşinden boşandığını duyurdu.,0.18686,synthetic,unrelated,dunya|magazin,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Uzmanlar grip vakalarındaki artışa dikkat çekti.,0.54083,synthetic,related,saglik,train
Tarım ve Orman Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.146972,synthetic,unrelated,siyaset|teknoloji,train
Eskişehir ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Eskişehir için sağanak uyarısında bulundu.,0.717255,synthetic,paraphrase,hava,train
Denizli'a mevsimin ilk karı düştü.,Aydın'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.230652,synthetic,unrelated,hava|asayis,train
Yıllık enflasyon yüzde 33 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 33 olarak duyurdu.,0.954966,synthetic,paraphrase,ekonomi,train
Meteoroloji Bolu için kuvvetli yağış uyarısı yaptı.,Bursa'da sıcaklık 38 dereceye ulaştı.,0.331712,synthetic,related,hava,train
Uzmanlar grip vakalarındaki artışa dikkat çekti.,Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.097827,synthetic,unrelated,saglik|teknoloji,train
Adana'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Adana beklenenden daha sıcak bir güne uyandı.,0.725668,synthetic,paraphrase,hava,train
Pop yıldızı eşiyle Ankara'da tatil yaparken görüntülendi.,Pop yıldızı ve eşinin Ankara tatilinden kareler paylaşıldı.,0.966518,synthetic,paraphrase,magazin,train
Pirinç fiyatları son bir ayda yüzde 18 arttı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.078246,synthetic,unrelated,ekonomi|teknoloji,train
"Eyüpspor, Trabzonspor karşısında sahadan 3-0 galip ayrıldı.",Eyüpspor evinde Trabzonspor'yi 3-0'lik skorla yendi.,0.897223,synthetic,paraphrase,spor,train
Cumhurbaşkanı Çin'e resmi ziyarette bulundu.,İzmir'a mevsimin ilk karı düştü.,0.074071,synthetic,unrelated,siyaset|hava,train
İzmir'da sıcaklık 38 dereceye ulaştı.,İstanbul'da sıcaklık 35 dereceye ulaştı.,0.690055,synthetic,related,hava,train
"Alanyaspor, yıldız futbolcuyla sözleşme yeniledi.",Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,0.215352,synthetic,unrelated,spor|teknoloji,train
genç oyuncu eşinden boşandığını duyurdu.,"Başakşehir, yıldız futbolcuyla sözleşme yeniledi.",0.21384,synthetic,unrelated,magazin|spor,train
Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,Peynir fiyatları son bir ayda yüzde 40 arttı.,0.21268,synthetic,unrelated,saglik|ekonomi,train
Meteoroloji Mersin için kuvvetli yağış uyarısı yaptı.,Cumhurbaşkanı Japonya'e resmi ziyarette bulundu.,0.13838,synthetic,unrelated,hava|siyaset,train
Merkez Bankası politika faizini sabit tuttu.,Sanayi ve Teknoloji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.083689,synthetic,unrelated,ekonomi|siyaset,train
usta oyuncu sürpriz bir törenle dünyaevine girdi.,"genç oyuncu, Trabzon'da tatilde görüntülendi.",0.313295,synthetic,related,magazin,train
"ünlü şarkıcı, Konya'da tatilde görüntülendi.",ünlü oyuncu yeni projesiyle ekranlara dönüyor.,0.230291,synthetic,related,magazin,train
Fenomen isim eşiyle Samsun'da tatil yaparken görüntülendi.,Fenomen isim ve eşinin Samsun tatilinden kareler paylaşıldı.,0.9382,synthetic,paraphrase,magazin,train
Dolar kuru güne yükselişle başladı.,Döviz piyasasında sabah saatlerinde dolar değer kazandı.,0.720168,manual,manual,,train
"fenomen isim, Eskişehir'da tatilde görüntülendi.",Pirinç fiyatları son bir ayda yüzde 24 arttı.,0.134313,synthetic,unrelated,magazin|ekonomi,train
"Antalyaspor, Eyüpspor karşısında sahadan 1-2 galip ayrıldı.",Antalyaspor evinde Eyüpspor'yi 1-2'lik skorla yendi.,0.899118,synthetic,paraphrase,spor,train
Rusya'de meydana gelen depremde maddi hasar oluştu.,İspanya iklim zirvesine ev sahipliği yapıyor.,0.091772,synthetic,related,dunya,train
Eskişehir'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Eskişehir'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.91128,synthetic,paraphrase,asayis,train
"Antalyaspor, yıldız futbolcuyla sözleşme yeniledi.",Diyarbakır'da meydana gelen trafik kazasında 5 kişi yaralandı.,0.094456,synthetic,unrelated,spor|asayis,train
Sakarya ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Sakarya için sağanak uyarısında bulundu.,0.789852,synthetic,paraphrase,hava,train
Eskişehir'da meydana gelen trafik kazasında 3 kişi yaralandı.,ünlü model sürpriz bir törenle dünyaevine girdi.,0.144788,synthetic,unrelated,asayis|magazin,train
"Hatayspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Hatayspor sezonu zirvede bitirip şampiyon oldu.,0.916221,synthetic,paraphrase,spor,train
"Kasımpaşa, yıldız futbolcuyla sözleşme yeniledi.",Eyüpspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.341489,synthetic,related,spor,train
Meteoroloji Mersin için kuvvetli yağış uyarısı yaptı.,ABD'de meydana gelen depremde maddi hasar oluştu.,0.270176,synthetic,unrelated,hava|dunya,train
Trabzon'da sıcaklık 37 dereceye ulaştı.,popüler sunucu yeni projesiyle ekranlara dönüyor.,0.075334,synthetic,unrelated,hava|magazin,train
ödüllü yönetmen sürpriz bir törenle dünyaevine girdi.,Fransa'de meydana gelen depremde maddi hasar oluştu.,0.106414,synthetic,unrelated,magazin|dunya,train
Uzmanlar grip vakalarındaki artışa dikkat çekti.,Popüler uygulama elektrikli otomobil için yeni güncelleme yayınladı.,0.187216,synthetic,unrelated,saglik|teknoloji,train
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Borsa İstanbul günü yüzde 16 değişimle kapattı.,0.157781,synthetic,unrelated,teknoloji|ekonomi,train
Antalya'a mevsimin ilk karı düştü.,Almanya'de meydana gelen depremde maddi hasar oluştu.,0.219034,synthetic,unrelated,hava|dunya,train
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,0.371182,synthetic,related,saglik,train
Muğla'da sıcaklık 43 dereceye ulaştı.,Meteoroloji İzmir için kuvvetli yağış uyarısı yaptı.,0.372992,synthetic,related,hava,train
Yıllık enflasyon yüzde 10 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 10 olarak duyurdu.,0.954157,synthetic,paraphrase,ekonomi,train
"Alanyaspor, yıldız futbolcuyla sözleşme yeniledi.",Japonya'de meydana gelen depremde maddi hasar oluştu.,0.050755,synthetic,unrelated,spor|dunya,train
Muğla'da çıkan yangın itfaiye ekiplerince söndürüldü.,Trabzon'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.195397,synthetic,related,asayis,train
Teknoloji şirketi yeni dizüstü bilgisayar tanıttı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.327897,synthetic,unrelated,teknoloji|saglik,train
Enerji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,İtalya'de yapılan seçimleri muhalefet kazandı.,0.120542,synthetic,unrelated,siyaset|dunya,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,0.105315,synthetic,unrelated,teknoloji|siyaset,train
"Trabzonspor, Gaziantep FK karşısında sahadan 2-0 galip ayrıldı.",Trabzonspor evinde Gaziantep FK'yi 2-0'lik skorla yendi.,0.897579,synthetic,paraphrase,spor,train
İtalya'de yapılan seçimleri muhalefet kazandı.,Dolar kuru güne yüzde 8 yükselişle başladı.,0.173845,synthetic,unrelated,dunya|ekonomi,train
Teknoloji şirketi yeni yapay zeka modeli tanıttı.,Mersin'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.146108,synthetic,unrelated,teknoloji|asayis,train
Borsa İstanbul günü yüzde 19 değişimle kapattı.,Dolar kuru güne yüzde 31 yükselişle başladı.,0.319206,synthetic,related,ekonomi,train
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,0.649636,synthetic,related,teknoloji,train
Kuru fasulye fiyatları son bir ayda yüzde 26 arttı.,İzmir'da meydana gelen trafik kazasında 3 kişi yaralandı.,0.082117,synthetic,unrelated,ekonomi|asayis,train
Liderler İtalya'de düzenlenen zirvede bir araya geldi.,İtalya'deki zirvede liderler önemli konuları görüştü.,0.805579,synthetic,paraphrase,siyaset,train
Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,ünlü oyuncu yeni projesiyle ekranlara dönüyor.,0.37177,synthetic,unrelated,teknoloji|magazin,train
Şampiyon takım teknik direktörüyle sözleşmesini yeniledi.,"Kulüp, başarılı hocasıyla anlaşmayı uzattı.",0.649073,manual,manual,,train
Borsa İstanbul rekor seviyeye ulaştı.,BIST 100 endeksi tarihi zirvesini yeniledi.,0.596905,manual,manual,,train
Borsa İstanbul günü yüzde 32 değişimle kapattı.,sevilen komedyen yeni projesiyle ekranlara dönüyor.,0.052538,synthetic,unrelated,ekonomi|magazin,train
Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,"Kayserispor, yıldız futbolcuyla sözleşme yeniledi.",0.265017,synthetic,unrelated,teknoloji|spor,train
iktidar partisi yeni yasa teklifini meclise sundu.,"Hatayspor, sahasında Beşiktaş'yi 4-1 mağlup etti.",0.030906,synthetic,unrelated,siyaset|spor,train
Fenomen isim eşiyle Mersin'da tatil yaparken görüntülendi.,Fenomen isim ve eşinin Mersin tatilinden kareler paylaşıldı.,0.942949,synthetic,paraphrase,magazin,train
ABD iklim zirvesine ev sahipliği yapıyor.,Bursa'a mevsimin ilk karı düştü.,0.122349,synthetic,unrelated,dunya|hava,train
Adana'da çıkan yangın itfaiye ekiplerince söndürüldü.,Mersin'da meydana gelen trafik kazasında 4 kişi yaralandı.,0.260365,synthetic,related,asayis,train
Ekmek fiyatları son bir ayda yüzde 24 arttı.,Meteoroloji Mersin için kuvvetli yağış uyarısı yaptı.,0.13815,synthetic,unrelated,ekonomi|hava,train
Sakarya'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Sakarya'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.833215,synthetic,paraphrase,asayis,train
Adana'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Adana'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.832902,synthetic,paraphrase,asayis,train
Pop yıldızı sevgilisiyle nişanlandı.,Pop yıldızı mutlu haberi nişan yüzükleriyle duyurdu.,0.77031,synthetic,paraphrase,magazin,train
Hollanda iklim zirvesine ev sahipliği yapıyor.,Borsa İstanbul günü yüzde 11 değişimle kapattı.,0.024469,synthetic,unrelated,dunya|ekonomi,train
Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,ünlü oyuncu sürpriz bir törenle dünyaevine girdi.,0.194767,synthetic,unrelated,teknoloji|magazin,train
İngiltere iklim zirvesine ev sahipliği yapıyor.,"Sivasspor, sahasında Rizespor'yi 3-1 mağlup etti.",0.02249,synthetic,unrelated,dunya|spor,train
İzmir'da çıkan yangın itfaiye ekiplerince söndürüldü.,genç oyuncu sürpriz bir törenle dünyaevine girdi.,0.128472,synthetic,unrelated,asayis|magazin,train
Sanayi ve Teknoloji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.681888,synthetic,related,siyaset,train
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Muğla'da meydana gelen trafik kazasında 2 kişi yaralandı.,0.12851,synthetic,unrelated,siyaset|asayis,train
pop yıldızı yeni projesiyle ekranlara dönüyor.,Cumhurbaşkanı Çin'e resmi ziyarette bulundu.,0.200586,synthetic,unrelated,magazin|siyaset,train
Merkez Bankası politika faizini sabit tuttu.,Meteoroloji İzmir için kuvvetli yağış uyarısı yaptı.,0.172627,synthetic,unrelated,ekonomi|hava,train
Meteoroloji Aydın için kuvvetli yağış uyarısı yaptı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.186009,synthetic,unrelated,hava|saglik,train
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.169423,synthetic,unrelated,teknoloji|saglik,train
"Trabzonspor, Konyaspor karşısında sahadan 2-0 galip ayrıldı.",Trabzonspor evinde Konyaspor'yi 2-0'lik skorla yendi.,0.891169,synthetic,paraphrase,spor,train
Dolar kuru güne yüzde 36 yükselişle başladı.,Merkez Bankası politika faizini sabit tuttu.,0.285154,synthetic,related,ekonomi,train
Mersin'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Gaziantep'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.287103,synthetic,related,asayis,train
Muğla'da çıkan yangın itfaiye ekiplerince söndürüldü.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.161351,synthetic,unrelated,asayis|saglik,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Merkez Bankası politika faizini sabit tuttu.,0.253174,synthetic,unrelated,saglik|ekonomi,train
Bursa'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Bursa'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.903842,synthetic,paraphrase,asayis,train
Diyarbakır'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Teknoloji şirketi yeni işletim sistemi tanıttı.,0.095205,synthetic,unrelated,asayis|teknoloji,train
Bodrum FK'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,"Bodrum FK, yıldız futbolcuyla sözleşme yeniledi.",0.493234,synthetic,related,spor,train
Sevilen komedyen yeni bir aşka yelken açtı.,Sevilen komedyen yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.887436,synthetic,paraphrase,magazin,train
Diyarbakır'da çıkan yangın itfaiye ekiplerince söndürüldü.,Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,0.128615,synthetic,unrelated,asayis|teknoloji,train
Et fiyatları son bir ayda yüzde 25 arttı.,Ulaştırma Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.111106,synthetic,unrelated,ekonomi|siyaset,train
genç oyuncu eşinden boşandığını duyurdu.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.021287,synthetic,unrelated,magazin|teknoloji,train
Ünlü oyuncu sevgilisiyle nişanlandı.,Ünlü oyuncu mutlu haberi nişan yüzükleriyle duyurdu.,0.753542,synthetic,paraphrase,magazin,train
Popüler sunucu eşiyle Denizli'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Denizli tatilinden kareler paylaşıldı.,0.961204,synthetic,paraphrase,magazin,train
İngiltere'de düzenlenen genel seçimlerde sonuçlar belli oldu.,İngiltere halkı sandık başına giderek yeni yönetimini seçti.,0.594525,synthetic,paraphrase,dunya,train
Uzmanlar şeker hastalığı vakalarındaki artışa dikkat çekti.,Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,0.26503,synthetic,unrelated,saglik|teknoloji,train
"Alanyaspor, Kasımpaşa karşısında sahadan 2-1 galip ayrıldı.",Alanyaspor evinde Kasımpaşa'yi 2-1'lik skorla yendi.,0.885615,synthetic,paraphrase,spor,train
Çocukların geleceği için 50 bin öğretmen ataması bekliyoruz.,Çocukların geleceği için öğretmenler görev başına geçmelidir.,0.710396,manual,manual,,train
Diyarbakır'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Diyarbakır beklenenden daha sıcak bir güne uyandı.,0.733581,synthetic,paraphrase,hava,train
Cumhurbaşkanı Yunanistan'e resmi ziyarette bulundu.,Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.191774,synthetic,related,siyaset,train
Şeker hastalığı vakalarında son haftalarda belirgin artış görüldü.,Sağlık yetkilileri şeker hastalığı vakalarının yükseldiğini bildirdi.,0.754165,synthetic,paraphrase,saglik,train
Popüler sunucu eşiyle Sakarya'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Sakarya tatilinden kareler paylaşıldı.,0.964122,synthetic,paraphrase,magazin,train
Diyarbakır'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Diyarbakır'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.914902,synthetic,paraphrase,asayis,train
Antalyaspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.090887,synthetic,unrelated,spor|saglik,train
Hatayspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Yunanistan iklim zirvesine ev sahipliği yapıyor.,-0.039163,synthetic,unrelated,spor|dunya,train
Çin'de meydana gelen depremde maddi hasar oluştu.,Muğla'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.204977,synthetic,unrelated,dunya|asayis,train
Merkez Bankası politika faizini sabit tuttu.,Meteoroloji Eskişehir için kuvvetli yağış uyarısı yaptı.,0.200601,synthetic,unrelated,ekonomi|hava,train
"ünlü sunucu, Eskişehir'da tatilde görüntülendi.",sevilen komedyen yeni projesiyle ekranlara dönüyor.,0.271808,synthetic,related,magazin,train
Denizli'da iki aracın çarpışması sonucu 2 kişi yaralandı.,Denizli'daki trafik kazasında 2 kişi yaralı kurtuldu.,0.890948,synthetic,paraphrase,asayis,train
Eskişehir'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Eskişehir beklenenden daha sıcak bir güne uyandı.,0.697582,synthetic,paraphrase,hava,train
"Alanyaspor, Hatayspor karşısında sahadan 1-1 galip ayrıldı.",Alanyaspor evinde Hatayspor'yi 1-1'lik skorla yendi.,0.903683,synthetic,paraphrase,spor,train
Konya'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Konya'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.82353,synthetic,paraphrase,asayis,train
Genç oyuncu eşiyle Diyarbakır'da tatil yaparken görüntülendi.,Genç oyuncu ve eşinin Diyarbakır tatilinden kareler paylaşıldı.,0.956401,synthetic,paraphrase,magazin,train
Yıllık enflasyon yüzde 37 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 37 olarak duyurdu.,0.957155,synthetic,paraphrase,ekonomi,train
Teknoloji şirketi yeni akıllı telefon tanıttı.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.426438,synthetic,related,teknoloji,train
Gaziantep'da sıcaklık 35 dereceye ulaştı.,Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,0.120512,synthetic,unrelated,hava|teknoloji,train
"Beşiktaş, tecrübeli oyuncuyla anlaşmaya vardı.",Beşiktaş deneyimli futbolcuyu kadrosuna kattı.,0.727458,synthetic,paraphrase,spor,train
Adana'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,İzmir'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.273071,synthetic,related,asayis,train
Dolar kuru güne yüzde 9 yükselişle başladı.,Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,0.245821,synthetic,unrelated,ekonomi|teknoloji,train
BTK Akademi Yaz Dönemi Eğitimleri Hız Kesmeden Devam Ediyor.,"Yapay zekâdan daha fazla verim almanın yolu, yalnızca daha iyi prompt yazmayı öğrenmek mi?",0.252611,manual,manual,,train
Siber güvenlik alanındaki kendimi geliştirme yolculuğumda önemli bir adımı daha tamamlamış olmanın mutluluğunu yaşıyorum.,Dünya savaşında batan savaş gemisi yeniden görüldü.,0.165349,manual,manual,,train
Japonya'de yapılan seçimleri muhalefet kazandı.,Çin'de yapılan seçimleri muhalefet kazandı.,0.759185,synthetic,related,dunya,train
mecliste grubu bulunan bir parti yeni yasa teklifini meclise sundu.,iktidar partisi yeni yasa teklifini meclise sundu.,0.937797,synthetic,related,siyaset,train
Gaziantep'da sıcaklık 34 dereceye ulaştı.,Sanayi ve Teknoloji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.148465,synthetic,unrelated,hava|siyaset,train
Cumhurbaşkanı Hollanda'e resmi ziyarette bulundu.,Cumhurbaşkanı Yunanistan'e resmi ziyarette bulundu.,0.635975,synthetic,related,siyaset,train
ana muhalefet partisi yeni yasa teklifini meclise sundu.,mecliste grubu bulunan bir parti yeni yasa teklifini meclise sundu.,0.867691,synthetic,related,siyaset,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,sevilen komedyen sürpriz bir törenle dünyaevine girdi.,0.168763,synthetic,unrelated,saglik|magazin,train
Uzmanlar şeker hastalığı vakalarındaki artışa dikkat çekti.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.586262,synthetic,related,saglik,train
Sevilen sanatçı yeni bir aşka yelken açtı.,Sevilen sanatçı yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.860269,synthetic,paraphrase,magazin,train
Japonya iklim zirvesine ev sahipliği yapıyor.,Yunanistan'de meydana gelen depremde maddi hasar oluştu.,0.145674,synthetic,related,dunya,train
Çin iklim zirvesine ev sahipliği yapıyor.,Teknoloji şirketi yeni akıllı telefon tanıttı.,0.094163,synthetic,unrelated,dunya|teknoloji,train
"Göztepe, Kayserispor karşısında sahadan 3-1 galip ayrıldı.",Göztepe evinde Kayserispor'yi 3-1'lik skorla yendi.,0.89142,synthetic,paraphrase,spor,train
Samsun'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Samsun'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.831521,synthetic,paraphrase,asayis,train
Konya'da meydana gelen trafik kazasında 2 kişi yaralandı.,mecliste grubu bulunan bir parti yeni yasa teklifini meclise sundu.,0.050124,synthetic,unrelated,asayis|siyaset,train
Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,Trabzon'a mevsimin ilk karı düştü.,0.062166,synthetic,unrelated,siyaset|hava,train
Konya'da iki aracın çarpışması sonucu 6 kişi yaralandı.,Konya'daki trafik kazasında 6 kişi yaralı kurtuldu.,0.894254,synthetic,paraphrase,asayis,train
Ünlü oyuncu eşiyle Diyarbakır'da tatil yaparken görüntülendi.,Ünlü oyuncu ve eşinin Diyarbakır tatilinden kareler paylaşıldı.,0.959306,synthetic,paraphrase,magazin,train
Dolar kuru güne yüzde 12 yükselişle başladı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.249402,synthetic,unrelated,ekonomi|saglik,train
Bursa'da iki aracın çarpışması sonucu 3 kişi yaralandı.,Bursa'daki trafik kazasında 3 kişi yaralı kurtuldu.,0.909717,synthetic,paraphrase,asayis,train
ünlü sunucu eşinden boşandığını duyurdu.,Popüler uygulama sohbet robotu için yeni güncelleme yayınladı.,0.233646,synthetic,unrelated,magazin|teknoloji,train
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,Popüler uygulama sohbet robotu için yeni güncelleme yayınladı.,0.767073,synthetic,related,teknoloji,train
Pop yıldızı eşiyle Denizli'da tatil yaparken görüntülendi.,Pop yıldızı ve eşinin Denizli tatilinden kareler paylaşıldı.,0.963593,synthetic,paraphrase,magazin,train
usta oyuncu yeni projesiyle ekranlara dönüyor.,Muğla'a mevsimin ilk karı düştü.,0.156742,synthetic,unrelated,magazin|hava,train
Mersin'da sıcaklık 43 dereceye ulaştı.,Diyarbakır'da sıcaklık 34 dereceye ulaştı.,0.49393,synthetic,related,hava,train
Muz fiyatları son bir ayda yüzde 36 arttı.,Borsa İstanbul günü yüzde 22 değişimle kapattı.,0.23168,synthetic,related,ekonomi,train
İzmir ve çevresi için sağanak yağış bekleniyor.,Meteoroloji İzmir için sağanak uyarısında bulundu.,0.744582,synthetic,paraphrase,hava,train
"Sivasspor, yıldız futbolcuyla sözleşme yeniledi.","Gaziantep FK, sahasında Beşiktaş'yi 3-2 mağlup etti.",0.173994,synthetic,related,spor,train
Hükümet yapay zeka düzenlemesi için yasa taslağı hazırladı.,Yapay zekaya ilişkin yeni yasal çerçeve gündeme geldi.,0.66997,manual,manual,,train
Yıllık enflasyon yüzde 19 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 19 olarak duyurdu.,0.957562,synthetic,paraphrase,ekonomi,train
"Kasımpaşa, ligi lider tamamlayarak şampiyonluğa ulaştı.",Kasımpaşa sezonu zirvede bitirip şampiyon oldu.,0.881369,synthetic,paraphrase,spor,train
Denizli'da çıkan yangın itfaiye ekiplerince söndürüldü.,sevilen komedyen sürpriz bir törenle dünyaevine girdi.,0.136559,synthetic,unrelated,asayis|magazin,train
