Temperature_C,Moisture_%,pH,Hive_Weight_kg
34.16,60.2,5.05,26.35
34.91,79.53,6.27,31.23
36.91,58.61,5.15,23.79
35.41,42.33,5.25,25.28
35.58,50.49,4.7,33.23
34.17,57.44,6.35,24.92
36.82,46.28,5.83,32.69
34.82,77.9,4.36,23.15
32.28,70.67,6.03,38.82
36.81,50.73,4.8,26.13
35.4,63.63,5.99,28.88
33.11,68.86,5.97,31.65
33.04,77.65,4.07,27.17
34.59,75.27,5.6,30.72
34.93,60.61,4.37,32.88
34.39,70.99,4.39,34.8
34.62,62.49,4.39,33.96
37.4,62.11,5.68,29.14
36.14,44.59,4.19,29.27
34.38,45.05,3.5,41.75
35.88,61.18,5.65,34.75
31.93,50.75,4.01,25.39
34.8,40.84,3.81,30.5
37.62,68.91,4.21,28.32
33.56,41.3,4.64,29.32
32.3,63.81,4.93,23.85
32.7,61.57,3.63,27.94
31.82,78.75,6.41,39.06
32.43,59.37,5.65,32.9
33.26,42.54,4.47,17.54
31.19,62.07,4.46,36.08
34.03,73.64,4.85,35.45
35.8,79.87,5.38,28.2
32.18,57.21,3.94,33.59
37.04,52.81,4.07,25.7
35.02,76.27,6.08,27.65
36.06,47.65,4.27,37.49
32.68,64.62,4.64,28.64
35.71,56.23,6.11,20.65
31.82,41.64,5.49,29.68
35.78,53.89,4.53,29.61
34.34,50.61,5.55,35.99
35.11,67.44,3.56,30.07
31.65,77.95,5.71,27.89
32.21,50.72,4.96,35.23
35.19,72.46,5.94,30.6
32.1,42.21,6.36,26.25
34.93,61.52,6.28,35.77
31.27,42.82,6.23,30.97
35.7,77.36,5.04,30.01
31.53,70.65,4.58,30.89
35.1,66.32,4.9,24.65
35.25,72.96,5.57,27.36
32.61,65.9,6.15,30.02
35.16,78.76,4.12,29.03
34.52,68.56,6.25,36.36
32.92,76.99,5.95,31.09
31.98,60.69,6.44,34.27
30.07,44.68,6.14,30.05
34.7,61.13,4.34,35.28
30.87,45.07,3.82,31.99
34.19,63.7,3.84,30.07
33.47,59.3,4.37,29.93
35.36,64.9,5.34,25.23
33.4,40.4,5.91,32.53
33.34,47.79,6.2,29.8
35.46,59.65,5.37,27.49
34.67,78.02,3.52,35.53
34.63,55.34,4.06,23.75
34.94,56.97,3.8,27.89
30.93,68.59,4.59,35.14
35.51,64.15,5.0,31.58
35.22,51.96,3.63,29.76
31.97,56.43,4.55,31.26
33.51,48.71,4.04,30.9
33.92,78.64,5.44,22.42
33.73,45.23,4.89,28.25
34.67,54.87,4.99,38.08
36.86,41.03,4.78,26.7
36.16,48.87,6.37,28.41
31.38,71.22,4.14,27.29
35.24,48.05,5.05,29.56
36.66,43.2,5.71,27.08
34.77,58.98,5.17,32.43
36.18,40.4,6.29,30.99
38.02,43.39,4.63,33.87
36.05,72.31,4.89,24.75
34.5,70.86,3.77,28.3
36.09,76.61,5.33,28.87
34.29,74.18,4.36,32.28
34.05,67.33,3.98,26.03
33.3,42.09,5.13,34.58
37.13,71.31,5.1,35.93
32.36,73.82,3.73,25.06
37.06,71.96,5.59,27.55
35.0,60.34,5.37,27.34
31.2,49.32,4.07,43.16
34.74,73.81,4.91,27.85
29.8,69.09,5.66,38.39
35.25,79.23,5.09,23.67
35.77,46.23,4.69,25.05
32.82,49.03,4.47,26.57
34.25,48.47,5.33,25.77
37.91,71.7,6.32,28.66
32.99,47.48,5.52,26.46
31.88,42.67,3.72,25.9
36.96,79.94,4.88,35.79
37.93,40.99,6.17,36.12
34.01,73.41,3.78,34.75
36.02,54.61,6.47,32.62
36.68,73.66,6.35,30.46
32.52,62.18,3.73,27.51
33.03,76.07,6.3,25.23
36.46,77.05,4.59,31.81
37.37,40.36,6.03,24.13
35.13,43.02,4.76,25.03
32.24,50.01,4.82,35.76
37.97,66.77,5.4,39.5
32.94,75.53,5.82,31.97
33.33,58.4,3.6,35.53
34.68,64.28,5.28,28.77
37.11,47.54,4.06,23.31
35.71,72.2,4.54,33.06
34.83,78.69,4.54,32.85
34.93,50.74,4.91,30.36
34.09,59.79,4.5,28.79
35.12,43.44,3.82,34.81
28.94,62.37,3.94,25.07
33.41,60.11,3.6,26.13
34.48,45.78,4.91,24.96
31.7,57.68,6.36,30.42
34.77,53.36,3.85,24.56
33.59,60.87,6.34,26.58
37.51,63.43,5.7,26.47
37.15,40.34,5.41,28.7
33.07,70.44,5.44,22.56
33.7,68.52,5.98,30.44
33.85,54.65,3.82,36.24
33.1,42.12,5.01,30.68
34.39,70.2,5.59,37.71
32.48,78.21,5.26,36.67
31.74,49.61,6.0,33.89
35.25,52.94,3.72,30.37
35.26,47.35,5.57,30.11
32.39,63.08,5.1,33.82
35.79,46.19,4.64,28.04
32.74,54.25,4.52,20.59
34.51,67.88,5.36,32.46
35.64,62.4,6.17,24.34
33.93,55.46,4.99,25.19
34.91,56.81,5.97,30.0
32.97,62.48,4.71,29.52
33.61,40.23,3.81,22.94
33.59,43.14,3.68,30.83
32.51,75.25,3.65,34.83
33.65,43.12,4.64,24.36
30.9,68.27,4.51,36.36
33.02,76.8,5.65,22.2
33.43,50.83,5.73,40.59
33.49,54.82,3.65,27.94
33.52,62.76,4.16,30.73
33.88,75.27,4.32,20.54
34.96,77.68,5.14,29.69
35.75,69.58,3.93,31.14
32.7,43.46,3.9,29.57
31.59,66.77,6.33,27.18
31.92,56.41,5.91,25.27
33.03,58.83,4.04,35.65
33.3,41.97,4.72,30.15
32.46,47.64,4.57,37.7
31.41,71.62,5.87,27.37
33.09,58.16,5.03,27.83
34.36,52.07,3.88,34.08
35.19,55.36,5.72,21.89
32.89,74.18,4.69,23.93
33.17,69.96,4.29,35.49
32.15,50.89,4.63,24.14
33.94,44.7,4.99,20.9
32.3,50.08,4.53,39.34
35.15,76.83,4.23,23.03
30.43,63.26,4.7,30.92
33.28,61.34,3.56,30.35
34.6,63.86,5.82,15.95
34.37,54.64,4.01,28.66
39.39,72.28,3.63,32.24
34.7,60.93,5.46,31.77
31.99,44.67,5.82,34.52
33.81,45.16,5.94,28.06
30.45,61.47,4.98,33.56
33.84,77.46,4.12,26.55
32.33,52.33,5.71,22.95
35.83,74.78,5.6,23.51
32.9,70.56,4.24,22.69
33.77,49.91,6.21,35.05
32.73,41.45,3.81,22.43
37.48,44.07,6.45,31.37
33.36,69.14,6.08,28.67
37.67,47.99,5.56,29.49
35.63,54.85,6.32,36.82
34.96,60.07,5.67,27.81
34.74,69.02,4.07,33.06
34.79,44.53,4.83,30.19
30.14,56.25,3.71,29.24
33.44,59.4,4.67,41.5
35.69,61.63,5.72,22.79
33.9,72.73,4.66,36.45
31.19,46.87,4.49,33.28
33.9,72.31,5.29,27.6
37.41,67.72,6.12,38.15
36.49,62.23,3.64,20.76
33.88,67.98,4.66,27.39
35.9,56.48,3.97,23.96
33.27,45.54,5.59,32.06
30.59,66.63,3.82,24.43
32.15,60.99,5.49,32.17
37.13,65.57,4.36,29.07
33.45,53.52,4.1,27.6
33.51,76.27,6.31,31.94
33.4,63.49,3.56,28.66
37.81,43.42,4.81,24.56
37.25,57.99,3.56,44.01
38.44,70.25,4.95,27.56
33.68,71.77,5.0,18.91
34.59,59.78,4.46,25.79
30.97,75.79,3.9,23.66
36.95,50.71,4.63,34.13
31.66,56.42,5.52,31.61
34.43,75.94,5.85,31.99
31.81,75.85,5.09,28.15
32.82,67.43,5.27,28.6
32.33,74.36,4.1,28.15
32.78,43.55,4.36,29.59
32.92,74.6,3.99,34.18
32.9,52.82,4.25,31.68
35.67,47.13,4.17,32.5
31.79,49.57,5.06,32.5
34.44,56.72,5.19,34.42
36.44,50.05,6.33,31.44
32.97,52.82,4.09,31.79
32.56,45.4,5.43,35.94
33.54,51.85,5.95,26.67
36.36,62.89,5.18,25.72
34.39,57.67,4.27,24.07
32.94,53.87,4.29,30.91
34.97,69.86,3.62,20.73
31.8,75.74,4.42,32.31
35.36,70.27,5.73,29.45
34.82,53.28,3.64,35.67
33.38,69.78,4.16,26.64
32.32,46.08,5.62,28.98
32.23,45.21,5.85,35.61
35.07,53.83,4.87,36.92
36.46,72.31,5.59,26.6
32.73,49.85,4.66,30.91
34.92,42.53,3.98,31.47
29.83,45.27,4.69,31.87
32.83,74.35,5.24,28.69
33.94,65.35,6.34,36.41
32.18,50.13,3.71,20.55
32.13,62.21,5.02,27.89
32.66,61.1,4.49,32.24
34.58,66.22,5.02,32.29
33.63,49.33,3.57,36.76
29.52,74.58,4.44,35.99
29.76,52.37,5.96,28.57
32.79,67.77,5.16,36.5
34.92,40.64,4.85,26.43
28.5,54.91,4.36,34.65
33.0,54.07,4.39,39.05
32.95,61.74,4.65,36.07
36.78,42.91,6.01,30.53
33.23,71.61,6.4,28.34
34.77,48.71,4.82,22.36
34.28,67.08,4.68,31.55
29.74,72.13,6.04,24.42
35.54,62.48,4.78,26.03
34.43,69.64,5.16,24.05
35.02,66.47,4.19,27.7
41.85,54.22,5.73,29.86
29.83,72.35,5.1,31.37
37.45,51.79,5.93,27.0
33.43,62.85,5.84,35.35
34.57,69.82,4.15,28.96
33.91,55.16,5.65,26.06
33.15,52.11,5.9,31.13
32.86,58.37,4.54,39.82
34.66,72.72,4.02,31.68
30.97,77.2,3.51,28.19
35.5,61.8,4.85,22.36
33.17,66.46,4.56,28.9
31.74,76.13,5.16,31.17
33.1,43.94,4.06,28.06
36.51,49.28,6.08,21.67
32.93,68.36,4.27,25.75
34.72,72.95,4.18,37.27
32.54,74.28,4.94,37.17
35.52,56.6,5.0,25.57
35.37,43.57,4.15,33.36
37.7,57.51,4.32,24.11
33.65,49.23,4.01,37.02
35.34,51.65,5.66,31.23
34.2,70.89,5.81,34.75
36.59,43.02,4.89,21.42
32.56,73.1,5.64,33.39
35.49,57.11,5.71,29.96
33.61,63.84,3.91,34.26
33.87,43.59,6.4,34.57
34.18,53.49,5.96,30.33
34.5,43.59,4.11,27.0
33.77,78.46,4.06,33.9
34.43,72.29,3.88,29.7
37.16,58.39,3.92,25.64
35.97,48.94,5.74,25.4
35.74,77.34,4.91,22.61
33.09,53.78,5.85,27.45
32.22,46.44,5.74,35.51
35.91,62.53,5.31,30.89
35.75,77.75,5.56,27.35
36.95,40.15,3.56,34.02
32.79,49.52,4.44,25.84
33.54,77.54,5.41,30.48
30.72,46.84,3.53,29.1
33.22,44.53,3.6,33.9
35.99,62.81,6.06,22.11
33.07,74.47,5.55,25.75
35.28,59.08,4.3,21.81
33.62,79.78,5.56,28.7
34.65,67.17,5.88,36.06
31.7,42.96,4.42,27.47
34.17,79.71,3.61,27.45
28.02,56.32,6.3,34.36
33.63,51.5,4.54,35.34
30.74,62.32,3.82,29.56
36.41,52.17,4.98,33.42
35.55,43.46,5.81,24.62
34.93,40.06,4.16,36.89
37.04,57.98,4.31,40.74
32.1,73.47,4.23,32.61
37.49,62.89,6.48,19.58
35.86,79.97,4.09,27.21
33.53,51.47,5.23,33.06
36.27,51.22,6.28,27.89
31.79,46.39,3.94,36.36
32.35,46.56,6.41,32.94
32.78,51.41,6.34,26.47
32.94,71.71,6.15,30.16
31.89,76.23,4.14,25.53
36.45,79.0,5.4,29.09
33.48,49.29,5.78,27.23
34.71,75.25,6.46,35.87
32.86,53.13,4.04,40.58
30.36,44.51,5.8,22.84
34.54,74.8,4.52,20.38
30.18,65.44,4.03,28.77
33.86,46.59,4.76,22.41
31.26,57.19,5.88,30.23
37.97,51.49,4.89,33.74
35.82,69.47,5.11,37.47
34.21,58.14,6.49,31.01
36.53,79.57,4.7,29.03
32.31,42.19,5.35,20.11
35.09,54.2,4.6,30.13
34.4,59.28,4.68,30.36
34.53,60.13,5.59,33.19
36.54,52.64,6.31,26.46
35.46,69.17,5.13,27.82
34.58,74.99,5.81,22.61
30.69,77.55,3.77,18.54
32.08,72.2,4.13,24.46
33.75,74.02,5.01,22.15
34.19,62.02,3.56,31.68
31.74,73.04,4.26,27.41
38.82,52.14,5.05,27.31
37.03,55.94,3.54,25.08
35.2,52.68,4.29,13.84
34.14,58.7,5.04,37.54
33.58,51.42,5.22,25.0
32.1,78.46,6.28,27.94
34.15,52.51,5.44,22.73
34.52,43.92,4.74,34.86
31.52,61.07,6.29,30.72
34.67,42.28,5.85,25.87
33.69,44.42,4.1,28.04
